block_id,route_id,direction_id,trip_headsign,shape_id,service_id,trip_id
a_72-001_3534,43,0,WHITMORE via Wahiawa,720031,3534_smuwtfa,5605350.7203.857856
b_E-002_3563,109,1,CountryExpress! DOWNTOWN,E0031,3563_muwtf,5599714.6802.868024
b_9-004_3572,126,0,AALA PARK,90178,3572_a,5592461.903.863550
a_56-004_3500,35,1,DOWNTOWN - Bishop Street,560026,3500_s,5594446.5601.851624
b_7-002_3616,7,0,KAMEHAMEHA IV ROAD,70056,3616_smuwtfa,5596692.703.866233
a_5-001_3495,5,0,ALA MOANA CENTER,50013,3495_muwtf,5587184.501.847417
b_432-002_3585,88,0,WAIPAHU TRANSIT CENTER,4320024,3585_s,5603733.4322.869971
a_40-010_3552,26,0,MAKAHA TOWERS,400223,3552_muwtf_UWoff,5600576.4092.855529
b_3-005_3572,3,1,KAPIOLANI COMM COLLEGE,30162,3572_a,5592333.311.863440
b_9-002_3572,126,0,NAVY - Nimitz Gate,90175,3572_a,5592456.909.863545
b_432-001_3616,88,1,WAIPAHU TRANSIT CENTER,4320022,3616_smuwtfa,5605866.4322.871318
a_13-001_3495,127,1,WAIKIKI - UH Manoa,130118,3495_muwtf,5613024.1312.859249
a_E-001_3534,109,1,CountryExpress! DOWNTOWN,E0032,3534_smuwtfa,5606652.6802.858884
b_14-001_3572,13,0,WAIKIKI - SAINT LOUIS HEIGHTS,140039,3572_a,5695271.1409.873843
a_73-003_3520,44,1,PEARL CITY,730031,3520_uwtf_RQon,5600114.7302.855188
b_57-004_3572,36,1,HONOLULU - Ala Moana Center,570078,3572_a,5609728.5702.872166
b_1-007_3585,1,1,HAWAII KAI,10201,3585_s,5594230.113.864598
a_22-001_3500,21,1,TheBeachBus - HANAUMA BAY,220049,3500_s,5593681.2203.850968
a_23-004_3534,36,0,KAILUA - SEA LIFE PARK,570082,3534_smuwtfa,5596737.5704.853131
a_8-004_3534,8,0,ALA MOANA CENTER,80021,3534_smuwtfa,5596506.801.852928
a_9-004_3497,126,0,NAVY - Nimitz Gate,90175,3497_a,5592459.909.850369
a_8-005_3500,8,0,ALA MOANA CENTER,80021,3500_s,5593985.801.851237
a_A-001_3497,22,1,CityExpress! UH MANOA,A0057,3497_a,5602247.2503.856118
b_15-001_3563,14,0,PACIFIC HEIGHTS,150013,3563_muwtf,5586972.1503.860531
b_31-001_3616,24,1,TRIPLER via Kalihi Transit Center,310018,3616_smuwtfa,5596444.3103.866013
b_42-003_3616,28,1,WAIKIKI BEACH & HOTELS,420127,3616_smuwtfa,5605280.4209.870861
a_93-015_3495,60,0,EXPRESS - Makaha,930023,3495_muwtf,5599906.9302.855047
a_411-001_3500,84,0,KAPOLEI TRANSIT CENTER,4110027,3500_s,5603585.4111.856753
a_17-001_3495,16,0,MAKIKI,170001,3495_muwtf,5587123.1702.847364
a_41-001_3534,27,1,EWA BEACH TRANSIT CENTER,410047,3534_smuwtfa,5605414.4102.857918
a_13-002_3495,127,1,WAIKIKI - UH Manoa,130118,3495_muwtf,5613017.1312.859242
b_432-002_3563,88,0,WAIPAHU TRANSIT CENTER,4320024,3563_muwtf,5598575.4322.867145
a_8-003_3495,8,1,WAIKIKI BEACH & HOTELS,80018,3495_muwtf,5587391.803.847599
a_57-001_3534,103,0,WAIKIKI - Ala Moana Center,230040,3534_smuwtfa,5596783.2306.853172
a_32-001_3497,25,0,FOSTER VILLAGE - PEARLRIDGE,320044,3497_a,5591638.3202.849758
a_22-001_3517,21,0,TheBeachBus - WAIKIKI BEACH,220051,3517_u,5587237.2208.847468
b_13-008_3585,127,1,WAIKIKI - UH Manoa,130116,3585_s,5613350.1312.872427
b_1-009_3585,1,1,HAWAII KAI,10201,3585_s,5594226.113.864594
b_411-001_3585,85,0,KAPOLEI TRANSIT CENTER,4120007,3585_s,5603616.4121.869860
b_7-009_3563,7,0,SHUTTLE - Kalihi Uka,70002,3563_muwtf,5588158.705.861411
b_8-003_3616,8,0,ALA MOANA CENTER,80021,3616_smuwtfa,5596577.801.866136
b_A-012_3563,22,0,CityExpress! WAIPAHU,A0062,3563_muwtf,5599049.2505.867505
a_432-001_3534,88,1,EAST WAIPAHU - Paiwa Street,4320025,3534_smuwtfa,5605762.4321.858175
a_13-005_3500,127,1,WAIKIKI - UH Manoa,130118,3500_s,5613266.1312.859342
a_19-028_3495,18,0,AIRPORT - HICKAM,190124,3495_muwtf,5589218.1903.848793
b_73-001_3563,44,0,PEARL CITY PENINSULA,730024,3563_muwtf,5600083.7303.868274
a_1-016_3534,1,0,KALIHI TRANSIT CENTER,10214,3534_smuwtfa,5596361.107.852827
a_57A-022_3495,124,0,KAILUA - Keolu Drive,57A0013,3495_muwtf,5588332.57A3.848265
b_432-001_3563,88,0,WEST WAIPAHU - Leoku Street,4320017,3563_muwtf,5598619.4323.867189
a_9s-001_3534,125,1,PALOLO VALLEY,9s0003,3534_smuwtfa,5596930.9A01.853276
b_A-008_3616,22,0,CityExpress! WAIPAHU,A0060,3616_smuwtfa,5606184.2505.871575
a_411-001_3495,87,1,KALAELOA,4150010,3495_muwtf,5598760.4151.854192
b_8-005_3585,8,1,WAIKIKI BEACH & HOTELS,80018,3585_s,5594056.803.864466
b_14-001_3572,13,1,MAUNALANI HEIGHTS via Waialae,140003,3572_a,5694773.1406.873832
b_56-002_3572,35,0,KAILUA - KANEOHE,560030,3572_a,5592189.5604.863308
b_19-022_3585,18,0,AIRPORT - HICKAM,190124,3585_s,5594913.1903.865092
b_41-001_3572,27,1,EWA BEACH TRANSIT CENTER,410047,3572_a,5602421.4102.869279
a_72-001_3495,43,1,SCHOFIELD via Wahiawa,720026,3495_muwtf,5598819.7202.854233
a_415-001_3535,87,0,KAPOLEI TRANSIT CENTER,4150009,3535_muwtf_RAoff,6000043.4152.860495
b_57A-022_3616,124,0,KAILUA - Keolu Drive,57A0013,3616_smuwtfa,5596805.57A3.866329
b_2-043_3563,2,1,WAIKIKI - KCC,20112,3563_muwtf,5589466.213.862150
b_432-002_3585,88,0,WEST WAIPAHU - Leoku Street,4320017,3585_s,5603769.4323.870007
a_15-003_3496,14,1,ALAPAI TRANSIT CENTER,150012,3496_muwtf_RRon,5587000.1501.847274
b_57A-022_3563,124,0,KAILUA - Keolu Drive,57A0013,3563_muwtf,5588327.57A3.861546
b_19-023_3563,18,0,AIRPORT - HICKAM,190125,3563_muwtf,5589244.1903.862035
a_22-001_3530,21,0,TheBeachBus - WAIKIKI BEACH,220052,3530_mwtf,5587223.2208.847454
b_3-003_3616,3,1,KAPIOLANI COMM COLLEGE,30162,3616_smuwtfa,5597020.311.866501
b_434-001_3572,90,0,VILLAGE PARK,4340022,3572_a,5602149.4341.869140
b_7-001_3585,7,1,KALIHI UKA,70053,3585_s,5593517.702.863977
b_43-004_3616,29,1,ALAPAI TRANSIT CENTER,430022,3616_smuwtfa,5596470.4302.866039
a_9s-001_3534,125,1,PALOLO VALLEY,9s0003,3534_smuwtfa,5596958.9A01.853304
b_70-001_3563,41,0,MAUNAWILI,700002,3563_muwtf,5587015.7002.860565
b_414-001_3616,112,1,CommunityAccess! KAPOLEI TC,4140006,3616_smuwtfa,5632535.4141.873500
a_15-001_3500,14,0,PACIFIC HEIGHTS,150013,3500_s,5593606.1503.850897
a_62-002_3500,131,0,WAHIAWA HEIGHTS,620162,3500_s,5604730.6208.857741
a_13-006_3497,127,0,LILIHA - Puunui Avenue,130120,3497_a,5613441.1306.859497
b_41-001_3585,27,0,KAPOLEI TRANSIT CENTER,410038,3585_s,5604277.4103.870423
b_503-001_3616,114,1,LAUNANI VALLEY,5030010,3616_smuwtfa,5632509.5031.873476
a_24-001_3495,17,0,ALA MOANA CENTER,180012,3495_muwtf,5588625.1801.848448
a_80A-001_3522,69,0,EXPRESS - University,80A0027,3522_muwtf_UMon,5587041.80A4.847304
a_411-001_3534,85,1,MAKAKILO PANANA ST,4120006,3534_smuwtfa,5605583.4122.858055
b_4-004_3563,4,0,NUUANU - Kimo Drive via UH Manoa,40096,3563_muwtf,5589035.408.861864
a_20-042_3534,18,1,WAIKIKI BEACH & HOTELS,190114,3534_smuwtfa,5597348.1911.853540
a_18-001_3495,17,1,UH MANOA - Dole Street,180015,3495_muwtf,5588573.1802.848402
b_9s-001_3563,125,0,PALOLO VALLEY,9s0004,3563_muwtf,5661955.9A01.873636
b_2-031_3563,2,0,SCHOOL STREET - Middle Street,20123,3563_muwtf,5589586.207.862270
b_72-001_3572,43,1,SCHOFIELD via Wahiawa,720026,3572_a,5601790.7202.868793
a_15-002_3496,14,1,ALAPAI TRANSIT CENTER,150012,3496_muwtf_RRon,5586985.1501.847259
a_8-005_3495,8,0,ALA MOANA CENTER,80021,3495_muwtf,5587384.801.847592
b_10-001_3585,10,1,ALEWA HEIGHTS,100003,3585_s,5593585.1001.864036
a_2-039_3497,2,0,SCHOOL STREET - Middle Street,20123,3497_a,5593013.207.850749
a_3-008_3534,3,1,KAPIOLANI COMM COLLEGE,30152,3534_smuwtfa,5597025.311.853369
b_4-001_3585,4,0,NUUANU - Dowsett Avenue via UH Manoa,40095,3585_s,5594824.407.865012
a_1-011_3534,1,1,KAHALA MALL,10203,3534_smuwtfa,5596221.105.852687
a_2-032_3500,2,0,SCHOOL STREET - Middle Street,20120,3500_s,5595124.207.852116
b_31-003_3563,24,1,TRIPLER via Kalihi Transit Center,310019,3563_muwtf,5588049.3103.861320
b_5-001_3585,5,0,ALA MOANA CENTER,50013,3585_s,5593640.501.864087
b_403-002_3563,83,0,WAIANAE TRANSIT CENTER,4030025,3563_muwtf,5599203.4034.867594
a_17-001_3497,16,0,MAKIKI,170009,3497_a,5591119.1702.849289
b_41-002_3563,84,0,KAPOLEI TRANSIT CENTER,4110027,3563_muwtf,5599519.4111.867896
a_54-002_3534,33,1,ALAPAI TRANSIT CENTER via Red Hill,540059,3534_smuwtfa,5596017.5404.852523
b_3-007_3563,3,1,KAPIOLANI COMM COLLEGE,30162,3563_muwtf,5589960.311.862329
a_94-003_3534,117,0,EXPRESS - Villages of Kapolei,940003,3534_smuwtfa,5595896.9402.852430
a_62-001_3497,131,1,ALAPAI TRANSIT CENTER,620124,3497_a,5602915.6202.856573
b_32-001_3585,25,0,FOSTER VILLAGE - PEARLRIDGE,320044,3585_s,5593891.3202.864307
b_52-002_3585,129,0,WAHIAWA - HALEIWA,520090,3585_s,5604725.5217.870775
b_2-035_3616,2,1,WAIKIKI - KCC,20112,3616_smuwtfa,5597565.213.866848
b_A-006_3585,22,1,CityExpress! UH MANOA,A0056,3585_s,5604123.2503.870307
b_56-001_3563,35,0,KAILUA - KANEOHE,560030,3563_muwtf,5588538.5604.861674
a_52-010_3495,129,0,WAHIAWA - HALEIWA,520090,3495_muwtf,5600234.5217.855300
b_10-001_3572,10,1,ALEWA HEIGHTS,100002,3572_a,5591210.1001.862553
b_70-001_3585,41,0,MAUNAWILI via MCBH,700025,3585_s,5593567.7003.864018
a_A-005_3500,22,0,CityExpress! WAIPAHU,A0060,3500_s,5604103.2505.857211
b_65-001_3572,39,0,KANEOHE - KAHALUU,650096,3572_a,5602873.6504.869607
b_13-002_3572,127,0,LILIHA - Puunui Avenue,130120,3572_a,5613471.1306.872527
a_432-001_3497,88,1,EAST WAIPAHU - Paiwa Street,4320025,3497_a,5602051.4321.855932
a_411-001_3495,87,0,KAPOLEI TRANSIT CENTER,4150009,3495_muwtf,5598769.4152.854201
b_3-001_3585,3,0,SALT LAKE,30158,3585_s,5594600.314.864924
a_22-003_3500,21,1,TheBeachBus - HANAUMA BAY,220049,3500_s,5593689.2203.850976
b_6-003_3616,6,0,PAUOA VALLEY,60125,3616_smuwtfa,5596119.605.865735
a_2-044_3534,2,0,SCHOOL STREET - Middle Street,20120,3534_smuwtfa,5597608.207.853775
a_40-004_3495,26,0,MAKAHA TOWERS,400216,3495_muwtf,5600596.4092.855549
a_19-028_3495,18,1,WAIKIKI BEACH & HOTELS,190118,3495_muwtf,5589213.1911.848788
b_403-002_3563,83,1,NANAKULI,4030023,3563_muwtf,5599188.4033.867579
a_19-027_3495,19,1,WAIKIKI BEACH & HOTELS,200069,3495_muwtf,5589261.2009.848836
a_432-002_3500,88,0,WAIPAHU TRANSIT CENTER,4320024,3500_s,5603725.4322.856887
b_2-044_3563,2,1,WAIKIKI - KCC,20112,3563_muwtf,5589478.213.862162
a_13-008_3497,127,0,LILIHA - Puunui Avenue,130120,3497_a,5613427.1306.859483
b_76-001_3563,46,1,WAIALUA,760008,3563_muwtf,5598305.7602.866985
a_19-024_3497,19,0,AIRPORT - PEARLRIDGE,200076,3497_a,5592762.2003.850530
b_62-003_3616,43,1,SCHOFIELD via Wahiawa,720027,3616_smuwtfa,5606745.7202.871962
a_501-001_3534,115,0,MILILANI via Kuahelani,5040006,3534_smuwtfa,5632587.5041.860418
b_40-003_3580,26,0,MAKAHA TOWERS,400285,3580_muwtf_UWon,5600620.4092.868687
b_1-016_3563,1,0,KALIHI TRANSIT CENTER,10205,3563_muwtf,5615323.107.872762
b_54-002_3572,33,0,UPPER PEARL CITY,540060,3572_a,5591276.5409.862615
a_44-002_3534,30,1,WAIPAHU - Leoku Street,440008,3534_smuwtfa,5605702.4405.858119
b_88-001_3616,55,1,EXPRESS - Downtown,880012,3616_smuwtfa,5686024.8801.873659
a_C-004_3500,40,0,CountryExpress! MAKAHA,C0105,3500_s,5604400.6605.857463
a_18-001_3495,128,1,UPPER AINA HAINA,240006,3495_muwtf,5588616.2402.848439
b_501-001_3563,115,1,MILILANI via Kuahelani,5040005,3563_muwtf,5632164.5041.873165
b_22-004_3572,21,1,TheBeachBus - HANAUMA BAY,220049,3572_a,5592844.2203.863749
b_501-001_3572,113,1,MILILANI MAUKA,5010006,3572_a,5632260.5011.873251
b_E-002_3585,109,1,CountryExpress! DOWNTOWN,E0032,3585_s,5604501.6802.870561
a_432-001_3500,90,1,WAIPAHU TRANSIT CENTER,4340044,3500_s,5603830.4322.856992
b_57-002_3572,103,0,WAIKIKI - Ala Moana Center,230040,3572_a,5609747.2306.872185
a_11-003_3495,11,1,ALAPAI TRANSIT CENTER,110008,3495_muwtf,5587732.1104.847806
b_52-005_3572,129,1,HONOLULU - Ala Moana Center,520086,3572_a,5602899.5204.869633
b_C-005_3585,40,0,CountryExpress! MAKAHA,C0105,3585_s,5631918.6605.873063
a_40-001_3552,26,0,MAKAHA TOWERS,400223,3552_muwtf_UWoff,5600575.4092.855528
a_54-001_3495,33,0,LOWER PEARL CITY,540061,3495_muwtf,5587653.5408.847753
b_19-027_3563,18,0,AIRPORT - HICKAM,190124,3563_muwtf,5589219.1903.862010
b_18-001_3563,17,1,AINA HAINA via UH - Kapahulu - KCC,180014,3563_muwtf,5588630.1809.861738
a_8-006_3534,8,1,WAIKIKI BEACH & HOTELS,80018,3534_smuwtfa,5596531.803.852953
a_93-017_3495,26,1,HONOKAI HALE,400227,3495_muwtf,5599919.4004.855058
b_4-005_3616,4,1,WAIKIKI via UH Manoa,40107,3616_smuwtfa,5597281.415.866622
b_503-001_3585,114,1,LAUNANI VALLEY,5030010,3585_s,5632374.5031.873353
a_403-001_3500,81,1,WAIANAE TRANSIT CENTER,4010004,3500_s,5604321.4012.857385
a_9s-001_3495,125,1,PALOLO VALLEY,9s0003,3495_muwtf,5588657.9A01.848480
a_56-004_3497,35,0,KAILUA - KANEOHE,560009,3497_a,5592170.5604.850110
a_4-003_3534,4,1,WAIKIKI via UH Manoa,40091,3534_smuwtfa,5597252.415.853456
a_5-001_3500,5,1,MANOA VALLEY,50011,3500_s,5593666.503.850955
b_1-008_3616,1,1,KAHALA MALL,10203,3616_smuwtfa,5596215.105.865818
a_411-001_3495,84,1,MAKAKILO HEIGHTS,4110023,3495_muwtf,5599547.4112.854803
b_13-002_3616,127,0,LILIHA - Puunui Avenue,130120,3616_smuwtfa,5613546.1306.872584
b_10-001_3585,10,0,KALIHI KAI,100014,3585_s,5593598.1002.864049
b_54-002_3563,33,0,LOWER PEARL CITY,540061,3563_muwtf,5587664.5408.861049
a_76-001_3534,46,0,HALEIWA,760003,3534_smuwtfa,5605482.7601.857974
a_A-007_3534,22,0,CityExpress! KALIHI TRANSIT CENTER,A0061,3534_smuwtfa,5606235.2501.858588
a_92-002_3534,59,0,EXPRESS - Makakilo,920013,3534_smuwtfa,5605635.9202.858091
b_42-003_3563,40,1,CountryExpress! ALA MOANA,C0102,3563_muwtf,5599894.6601.868149
b_9-007_3611,126,0,NAVY - Nimitz Gate,90175,3611_muwtf_PHoff,5588759.909.861796
a_A-002_3495,22,1,CityExpress! UH MANOA,A0056,3495_muwtf,5598957.2503.854299
b_62-003_3616,131,1,ALAPAI TRANSIT CENTER,620124,3616_smuwtfa,5606794.6202.872011
a_11-001_3495,11,0,HALAWA - AIEA HEIGHTS,110020,3495_muwtf,5587726.1109.847800
a_9s-001_3495,125,0,PALOLO VALLEY,9s0004,3495_muwtf,5588679.9A01.848502
b_44-001_3563,30,1,WAIPAHU - Leoku Street,440008,3563_muwtf,5600013.4405.868220
a_403-001_3497,83,1,NANAKULI,4030023,3497_a,5602464.4033.856206
a_8-001_3497,8,0,ALA MOANA CENTER,80021,3497_a,5591536.801.849672
a_432-002_3495,88,1,EAST WAIPAHU - Paiwa Street,4320025,3495_muwtf,5598545.4321.853999
a_9s-001_3497,125,1,PALOLO VALLEY,9s0003,3497_a,5592254.9A01.850184
a_5-001_3500,5,1,MANOA VALLEY,50011,3500_s,5593667.503.850956
b_18-001_3616,128,1,UPPER AINA HAINA,240006,3616_smuwtfa,5596908.2402.866391
a_41-001_3534,27,1,EWA BEACH TRANSIT CENTER,410047,3534_smuwtfa,5605403.4102.857907
a_1-012_3495,1,0,KALIHI TRANSIT CENTER,10205,3495_muwtf,5615332.107.859782
a_234-002_3495,108,1,WAIALAE IKI,2350001,3495_muwtf,5586943.2352.847221
a_1-005_3500,1,1,HAWAII KAI,10201,3500_s,5594228.113.851438
b_14-002_3616,13,1,WAIKIKI - MAUNALANI HEIGHTS,140003,3616_smuwtfa,5695997.1408.873931
b_40-013_3585,26,1,HONOLULU - Ala Moana Center,400232,3585_s,5604192.4005.870356
a_44-002_3497,30,1,WAIPAHU - Leoku Street,440008,3497_a,5601905.4405.855790
b_7-002_3572,7,0,KAMEHAMEHA IV ROAD,70056,3572_a,5591718.703.863011
a_432-001_3497,88,1,EAST WAIPAHU - Paiwa Street,4320025,3497_a,5602047.4321.855928
a_40-002_3500,26,1,HONOLULU - Ala Moana Center,400235,3500_s,5604159.4005.857255
a_432-002_3500,88,1,WAIPAHU TRANSIT CENTER,4320022,3500_s,5603795.4322.856957
a_55-008_3497,130,0,KANEOHE - NORTH SHORE HALEIWA,550077,3497_a,5602889.5511.856547
a_433-002_3534,89,1,WAIKELE - WAIPIO,4330013,3534_smuwtfa,5606033.4334.858392
a_81-006_3495,49,1,EXPRESS - Downtown,810009,3495_muwtf,5598470.8101.853959
a_5-001_3497,5,1,MANOA VALLEY,50011,3497_a,5591250.503.849412
b_9s-001_3585,125,1,PALOLO VALLEY,9s0003,3585_s,5594478.9A01.864804
a_22-001_3495,21,0,TheBeachBus - WAIKIKI BEACH,220050,3495_muwtf,5587221.2208.847452
b_81-004_3616,49,1,EXPRESS - Downtown,810009,3616_smuwtfa,5605657.8101.871148
b_52-006_3616,129,1,HONOLULU - Ala Moana Center,520086,3616_smuwtfa,5606777.5204.871994
a_8-002_3500,8,0,ALA MOANA CENTER,80021,3500_s,5593999.801.851251
b_434-001_3616,89,0,WAIPAHU TRANSIT CENTER,4330021,3616_smuwtfa,5606076.4333.871469
a_42-008_3497,28,0,EWA BEACH via Arizona Memorial,420121,3497_a,5602609.4205.856347
b_62-008_3616,131,0,WAHIAWA HEIGHTS,620142,3616_smuwtfa,5606905.6208.872120
b_57A-021_3563,124,1,HONOLULU- Ala Moana Center,57A0010,3563_muwtf,5588364.57A2.861575
a_434-001_3500,89,0,WAIPAHU TRANSIT CENTER,4330021,3500_s,5604014.4333.857126
b_57A-001_3585,124,0,KAILUA - Keolu Drive,57A0013,3585_s,5594176.57A3.864559
a_42-008_3534,28,0,EWA BEACH via Arizona Memorial,420122,3534_smuwtfa,5605267.4205.857809
b_501-001_3616,115,0,MILILANI via Kuahelani,5040006,3616_smuwtfa,5632606.5041.873569
a_8-001_3500,8,1,WAIKIKI BEACH & HOTELS,80018,3500_s,5594070.803.851322
a_62-002_3495,131,1,WHITMORE via Wahiawa,620145,3495_muwtf,5600200.7203.855269
a_52-003_3497,129,1,HONOLULU - Ala Moana Center,520086,3497_a,5602903.5204.856561
b_17-001_3572,16,1,ALA MOANA CENTER,170008,3572_a,5591104.1701.862453
b_6-002_3585,6,1,UNIVERSITY - Woodlawn Drive,60120,3585_s,5593837.608.864259
b_432-001_3585,88,0,WEST WAIPAHU - Leoku Street,4320017,3585_s,5603791.4323.870029
a_42-005_3495,28,1,WAIKIKI BEACH & HOTELS,420130,3495_muwtf,5599595.4209.854849
b_403-001_3563,81,1,WAIANAE TRANSIT CENTER,4010004,3563_muwtf,5599217.4012.867606
a_8-004_3534,8,0,ALA MOANA CENTER,80021,3534_smuwtfa,5596528.801.852950
b_53-001_3563,32,0,PACIFIC PALISADES via Red Hill,530048,3563_muwtf,5598710.5308.867276
b_18-001_3616,17,1,UH MANOA - Dole Street,180015,3616_smuwtfa,5596869.1802.866360
a_432-001_3534,88,1,EAST WAIPAHU - Paiwa Street,4320025,3534_smuwtfa,5605748.4321.858161
b_7-001_3572,7,1,KALIHI UKA,70053,3572_a,5591748.702.863040
b_1-007_3563,1,0,KALIHI TRANSIT CENTER,10208,3563_muwtf,5615311.107.872750
a_17-001_3534,16,0,MAKIKI,170001,3534_smuwtfa,5595602.1702.852200
a_31-001_3497,24,1,TRIPLER via Kalihi Transit Center,310018,3497_a,5591697.3103.849811
b_411-001_3572,84,0,MAKAKILO HEIGHTS,4110027,3572_a,5601818.4112.868819
a_9-001_3500,126,1,KAIMUKI - KCC,90159,3500_s,5594626.912.851776
a_42-010_3497,28,0,EWA BEACH via Arizona Memorial,420119,3497_a,5602595.4205.856333
a_3-007_3497,3,1,KAPIOLANI COMM COLLEGE,30151,3497_a,5592297.311.850225
a_432-001_3500,88,1,EAST WAIPAHU - Paiwa Street,4320025,3500_s,5603687.4321.856849
b_8-008_3563,3,1,KAPIOLANI COMM COLLEGE,30162,3563_muwtf,5589936.311.862305
b_432-001_3616,88,0,WAIPAHU TRANSIT CENTER,4320024,3616_smuwtfa,5605792.4322.871244
a_23-001_3534,103,0,WAIKIKI - Ala Moana Center,230040,3534_smuwtfa,5596786.2306.853174
a_56-004_3500,35,0,KAILUA - KANEOHE,560030,3500_s,5594432.5604.851610
b_6-006_3572,6,0,PAUOA VALLEY,60125,3572_a,5591440.605.862760
b_A-002_3563,22,0,CityExpress! WAIPAHU,A0060,3563_muwtf,5598998.2505.867454
b_432-002_3585,88,1,WAIPAHU TRANSIT CENTER,4320022,3585_s,5603813.4322.870051
a_55-007_3500,130,0,KANEOHE - NORTH SHORE HALEIWA,550077,3500_s,5604609.5511.857620
b_14-002_3563,13,0,SAINT LOUIS HEIGHTS via Waialae,140040,3563_muwtf,5697108.1407.873980
a_18-001_3495,17,0,ALA MOANA CENTER,180008,3495_muwtf,5588576.1801.848405
b_23-005_3616,36,1,HONOLULU - Ala Moana Center,570077,3616_smuwtfa,5596744.5702.866275
a_1L-001_3495,102,0,AALA PARK - Limited Stops,1L0018,3495_muwtf,5615209.1A01.859659
b_13-001_3585,127,1,WAIKIKI - UH Manoa,130118,3585_s,5613276.1312.872353
a_17-001_3497,16,1,ALA MOANA CENTER,170008,3497_a,5591115.1701.849285
b_13-006_3585,127,1,WAIKIKI - UH Manoa,130118,3585_s,5613274.1312.872351
a_6-004_3497,6,0,PAUOA VALLEY,60125,3497_a,5591432.605.849573
a_432-001_3500,88,1,WAIPAHU TRANSIT CENTER,4320022,3500_s,5603826.4322.856988
b_432-001_3585,88,0,WAIPAHU TRANSIT CENTER,4320024,3585_s,5603755.4322.869993
b_2-035_3563,2,0,SCHOOL STREET - Middle Street,20123,3563_muwtf,5589581.207.862265
b_76-001_3616,46,0,HALEIWA,760003,3616_smuwtfa,5605472.7601.871003
a_403-001_3534,81,0,WAIANAE VALLEY,4010005,3534_smuwtfa,5606441.4013.858745
b_434-001_3616,90,0,VILLAGE PARK,4340022,3616_smuwtfa,5606085.4341.871478
a_88-002_3534,55,0,EXPRESS - Kahaluu via Kahekili,880011,3534_smuwtfa,5606017.8802.858380
b_1-012_3563,1,0,KALIHI TRANSIT CENTER,10205,3563_muwtf,5615351.107.872790
b_3-003_3563,3,0,SALT LAKE,30158,3563_muwtf,5590031.314.862400
a_53-001_3497,32,1,PEARL CITY,530050,3497_a,5602820.530B.856480
b_62-005_3572,131,1,HONOLULU - Ala Moana Center,620146,3572_a,5602927.6205.869661
a_40-015_3497,26,0,MAKAHA TOWERS,400216,3497_a,5624183.4092.859920
b_403-001_3563,81,1,WAIANAE TRANSIT CENTER,4010004,3563_muwtf,5599221.4012.867610
b_31-001_3563,24,1,TRIPLER via Kalihi Transit Center,310018,3563_muwtf,5588060.3103.861331
b_9-004_3563,126,1,KAIMUKI - KCC,90159,3563_muwtf,5588745.912.861782
b_57-001_3585,36,0,KAILUA - SEA LIFE PARK,570082,3585_s,5594109.5704.864503
b_A-001_3572,22,1,CityExpress! UH MANOA,A0056,3572_a,5602212.2503.869197
b_94-004_3616,117,0,EXPRESS - Villages of Kapolei,940003,3616_smuwtfa,5595897.9402.865568
a_414-001_3497,112,1,CommunityAccess! KAPOLEI TC,4140006,3497_a,5632333.4141.860188
b_57A-001_3585,124,1,HONOLULU- Ala Moana Center,57A0010,3585_s,5594189.57A2.864571
b_76-001_3563,46,1,WAIALUA,760008,3563_muwtf,5598307.7602.866987
b_65-001_3585,39,1,DOWNTOWN - Bishop Street,650093,3585_s,5604577.6501.870627
a_40-003_3500,26,1,HONOLULU - Ala Moana Center,400235,3500_s,5604173.4005.857266
a_432-001_3534,88,1,EAST WAIPAHU - Paiwa Street,4320025,3534_smuwtfa,5605760.4321.858173
b_A-003_3572,22,0,CityExpress! WAIPAHU,A0060,3572_a,5602242.2505.869227
a_434-001_3500,90,1,WAIPAHU TRANSIT CENTER,4340042,3500_s,5604065.4343.857177
a_1-003_3500,1,0,KALIHI TRANSIT CENTER,10205,3500_s,5594276.107.851486
a_503-001_3495,114,0,LAUNANI VALLEY,5030011,3495_muwtf,5632119.5031.859990
a_2-040_3500,2,0,SCHOOL STREET - Middle Street,20120,3500_s,5595109.207.852101
a_433-001_3500,89,0,WAIPAHU TRANSIT CENTER,4330022,3500_s,5603991.4333.857103
b_403-002_3585,82,0,LUALUALEI HOMESTEADS,4020006,3585_s,5604358.4022.870499
a_7-010_3495,7,1,KALIHI UKA,70053,3495_muwtf,5588218.702.848185
b_432-001_3616,88,0,WAIPAHU TRANSIT CENTER,4320024,3616_smuwtfa,5605780.4322.871232
b_7-002_3563,7,1,KALIHI UKA,70053,3563_muwtf,5588140.702.861393
b_24-001_3585,128,0,ALA MOANA via - Kapahulu - UH - Makiki,240007,3585_s,5594396.2406.864736
a_412-001_3495,85,0,KAPOLEI TRANSIT CENTER,4120007,3495_muwtf,5599108.4121.854416
a_A-004_3500,22,0,CityExpress! WAIPAHU,A0060,3500_s,5604107.2505.857215
b_17-001_3616,16,1,ALA MOANA CENTER,170008,3616_smuwtfa,5595594.1701.865329
b_57-006_3563,36,0,KAILUA - SEA LIFE PARK,570082,3563_muwtf,5588287.5704.861507
b_55-007_3572,130,0,KANEOHE - NORTH SHORE HALEIWA,550077,3572_a,5602888.5511.869622
b_4-003_3585,4,0,NUUANU - Dowsett Avenue via UH Manoa,40095,3585_s,5594805.407.864993
